J,Agent-embedded_00-localhost-8500,1573122888873,55.13,7187677184,83.68,190210024,502005760,37.89,4,0,25,2,218,0.47,1,54,0.12,218,54,2,1,0.0
J,Agent-embedded_00-localhost-8500,1573122898905,54.3,7210946560,83.95,170312944,502005760,33.93,4,0,30,7,428,0.52,1,54,0.0,210,0,5,0,89.98
J,Agent-embedded_00-localhost-8500,1573122908914,46.05,7213813760,83.98,245650688,502005760,48.93,12,0,31,13,842,1.03,3,265,0.53,414,211,6,2,95.48
J,Agent-embedded_00-localhost-8500,1573122918918,54.37,7211315200,83.95,275373368,502005760,54.85,8,0,36,22,1404,1.4,6,520,0.64,562,255,9,3,98.45
J,Agent-embedded_00-localhost-8500,1573122928923,46.65,7212589056,83.97,398486024,502005760,79.38,7,0,36,30,1980,1.44,8,771,0.63,576,251,8,2,97.75
J,Agent-embedded_00-localhost-8500,1573122938927,47.33,7211851776,83.96,212294888,502005760,42.29,5,0,39,39,2570,1.47,11,979,0.52,590,208,9,3,95.2
J,Agent-embedded_00-localhost-8500,1573122948933,46.16,7208779776,83.92,170298920,502005760,33.92,5,0,39,48,3208,1.59,13,1239,0.65,638,260,9,2,93.65
J,Agent-embedded_00-localhost-8500,1573122958936,44.52,7208427520,83.92,291059400,502005760,57.98,5,0,39,57,3780,1.43,17,1537,0.74,572,298,9,4,90.51
J,Agent-embedded_00-localhost-8500,1573122968939,46.51,7208833024,83.92,429721856,502005760,85.6,4,0,40,66,4380,1.5,20,1756,0.55,600,219,9,3,86.54
J,Agent-embedded_00-localhost-8500,1573122978946,44.52,7209209856,83.93,305544992,502005760,60.86,5,0,39,76,5010,1.57,23,1988,0.58,630,232,10,3,83.86
J,Agent-embedded_00-localhost-8500,1573122988948,42.8,7220768768,84.06,263820592,502005760,52.55,5,0,39,85,5736,1.81,26,2313,0.81,726,325,9,3,82.25
J,Agent-embedded_00-localhost-8500,1573122998955,45.2,7203749888,83.86,304900528,502005760,60.74,6,0,33,94,6447,1.78,29,2581,0.67,711,268,9,3,89.41
J,Agent-embedded_00-localhost-8500,1573123008957,37.69,7211884544,83.96,409696272,502005760,81.61,7,0,37,102,7176,1.82,31,2911,0.82,729,330,8,2,86.74
J,Agent-embedded_00-localhost-8500,1573123018985,51.34,7217840128,84.03,219996128,502005760,43.82,5,0,39,112,7813,1.59,34,3110,0.5,637,199,10,3,94.76
J,Agent-embedded_00-localhost-8500,1573123028989,45.24,7202865152,83.85,392608664,502005760,78.21,5,0,34,121,8480,1.67,38,3370,0.65,667,260,9,4,90.78
J,Agent-embedded_00-localhost-8500,1573123038991,43.32,7208247296,83.92,265634416,502005760,52.91,7,0,37,132,9040,1.4,41,3594,0.56,560,224,11,3,73.63
J,Agent-embedded_00-localhost-8500,1573123048994,44.07,7197405184,83.79,204110624,502005760,40.66,6,0,28,143,9660,1.55,45,3864,0.67,620,270,11,4,70.6
J,Agent-embedded_00-localhost-8500,1573123059057,44.98,7208435712,83.92,152021184,502005760,30.28,12,0,32,154,10225,1.4,49,4166,0.75,565,302,11,4,67.83
J,Agent-embedded_00-localhost-8500,1573123069077,45.78,7202693120,83.85,128483336,502005760,25.59,7,0,31,165,10806,1.45,53,4427,0.65,581,261,11,4,68.51
J,Agent-embedded_00-localhost-8500,1573123079081,40.84,7207358464,83.9,377198632,502005760,75.14,5,0,38,175,11284,1.19,56,4659,0.58,478,232,10,3,62.6
J,Agent-embedded_00-localhost-8500,1573123089082,47.44,7207460864,83.91,336865728,502005760,67.1,8,0,35,186,11902,1.54,60,4944,0.71,618,285,11,4,69.54
J,Agent-embedded_00-localhost-8500,1573123099085,46.57,7208603648,83.92,293820288,502005760,58.53,5,0,39,197,12487,1.46,65,5309,0.91,585,365,11,5,72.46
J,Agent-embedded_00-localhost-8500,1573123109143,51.15,7208488960,83.92,150493032,502005760,29.98,8,0,36,208,13083,1.48,69,5631,0.8,596,322,11,4,78.55
J,Agent-embedded_00-localhost-8500,1573123119165,58.14,7209553920,83.93,438362048,502005760,87.32,8,0,36,219,13628,1.36,72,5869,0.59,545,238,11,3,80.49
J,Agent-embedded_00-localhost-8500,1573123129171,49.17,7203258368,83.86,368512744,502005760,73.41,6,0,33,230,14238,1.52,77,6216,0.87,610,347,11,5,71.7
J,Agent-embedded_00-localhost-8500,1573123139175,43.74,7209037824,83.92,342881648,502005760,68.3,5,0,39,242,14856,1.54,82,6575,0.9,618,359,12,5,66.19
J,Agent-embedded_00-localhost-8500,1573123149185,43.0,7207309312,83.9,390363824,502005760,77.76,9,0,34,253,15413,1.39,85,6783,0.52,557,208,11,3,67.26
J,Agent-embedded_00-localhost-8500,1573123159190,40.02,7207186432,83.9,421263680,502005760,83.92,9,0,34,264,16006,1.48,89,7075,0.73,593,292,11,4,61.34
J,Agent-embedded_00-localhost-8500,1573123169197,41.78,7210307584,83.94,401118152,502005760,79.9,5,0,39,275,16591,1.46,93,7353,0.69,585,278,11,4,63.62
